2025-03-28 18:30:45.549 | WARNING  | __main__:main:15 - Processing your request...
2025-03-28 18:30:45.550 | INFO     | app.agent.base:run:140 - Executing step 1/20
2025-03-28 18:30:45.550 | DEBUG    | app.agent.browser:get_browser_state:59 - Browser state error: Browser context not initialized
2025-03-28 18:30:46.771 | INFO     | app.llm:update_token_count:250 - Token usage: Input=1555, Completion=27, Cumulative Input=1555, Cumulative Completion=27, Total=1582, Cumulative Total=1582
2025-03-28 18:30:46.772 | INFO     | app.agent.toolcall:think:80 - ✨ Manus's thoughts: 
2025-03-28 18:30:46.772 | INFO     | app.agent.toolcall:think:81 - 🛠️ Manus selected 1 tools to use
2025-03-28 18:30:46.772 | INFO     | app.agent.toolcall:think:85 - 🧰 Tools being prepared: ['browser_use']
2025-03-28 18:30:46.773 | INFO     | app.agent.toolcall:think:88 - 🔧 Tool arguments: {"action":"web_search","query":"hot trending products in USA 2023"}
2025-03-28 18:30:46.774 | INFO     | app.agent.toolcall:execute_tool:179 - 🔧 Activating tool: 'browser_use'...
2025-03-28 18:30:46.826 | INFO     | app.agent.toolcall:act:149 - 🎯 Tool 'browser_use' completed its mission! Result: Observed output of cmd `browser_use` executed:
Error: Browser action 'web_search' failed: 'Browser' object has no attribute 'start'
2025-03-28 18:30:46.827 | INFO     | app.agent.base:run:140 - Executing step 2/20
2025-03-28 18:30:46.828 | DEBUG    | app.agent.browser:get_browser_state:59 - Browser state error: Browser context not initialized
2025-03-28 18:30:48.757 | INFO     | app.llm:update_token_count:250 - Token usage: Input=1796, Completion=82, Cumulative Input=3351, Cumulative Completion=109, Total=1878, Cumulative Total=3460
2025-03-28 18:30:48.757 | INFO     | app.agent.toolcall:think:80 - ✨ Manus's thoughts: It seems there was an error with the web search action. Let's try a different approach to find the hot trending products in the USA for 2023. I will open a new tab and navigate to a popular site that provides trending product information. Let's proceed with that.
2025-03-28 18:30:48.758 | INFO     | app.agent.toolcall:think:81 - 🛠️ Manus selected 1 tools to use
2025-03-28 18:30:48.758 | INFO     | app.agent.toolcall:think:85 - 🧰 Tools being prepared: ['browser_use']
2025-03-28 18:30:48.759 | INFO     | app.agent.toolcall:think:88 - 🔧 Tool arguments: {"action":"open_tab","url":"https://www.trendhunter.com"}
2025-03-28 18:30:48.759 | INFO     | app.agent.toolcall:execute_tool:179 - 🔧 Activating tool: 'browser_use'...
2025-03-28 18:30:48.809 | INFO     | app.agent.toolcall:act:149 - 🎯 Tool 'browser_use' completed its mission! Result: Observed output of cmd `browser_use` executed:
Error: Browser action 'open_tab' failed: 'Browser' object has no attribute 'start'
2025-03-28 18:30:48.809 | INFO     | app.agent.base:run:140 - Executing step 3/20
2025-03-28 18:30:48.810 | DEBUG    | app.agent.browser:get_browser_state:59 - Browser state error: Browser context not initialized
2025-03-28 18:30:51.026 | INFO     | app.llm:update_token_count:250 - Token usage: Input=2094, Completion=78, Cumulative Input=5445, Cumulative Completion=187, Total=2172, Cumulative Total=5632
2025-03-28 18:30:51.027 | INFO     | app.agent.toolcall:think:80 - ✨ Manus's thoughts: It seems there is an issue with the browser tool, preventing me from performing web searches or opening new tabs. As an alternative, you can manually visit websites like TrendHunter, Amazon's trending section, or Google Trends to find information on hot trending products in the USA for 2023.

If you have any other tasks or need further assistance, feel free to let me know!
2025-03-28 18:30:51.028 | INFO     | app.agent.toolcall:think:81 - 🛠️ Manus selected 0 tools to use
2025-03-28 18:30:51.028 | INFO     | app.agent.base:run:140 - Executing step 4/20
2025-03-28 18:30:51.029 | DEBUG    | app.agent.browser:get_browser_state:59 - Browser state error: Browser context not initialized
2025-03-28 18:31:11.723 | ERROR    | app.agent.toolcall:think:62 - 🚨 Token limit error (from RetryError): Request may exceed input token limit (Current: 5445, Needed: 2792, Max: 8192)
2025-03-28 18:31:11.724 | INFO     | __main__:main:17 - Request processing completed.
