2025-03-26 01:03:04.203 | WARNING  | __main__:main:15 - Processing your request...
2025-03-26 01:03:04.204 | INFO     | app.agent.base:run:140 - Executing step 1/20
2025-03-26 01:03:04.204 | DEBUG    | app.agent.browser:get_browser_state:59 - Browser state error: Browser context not initialized
2025-03-26 01:03:04.770 | ERROR    | app.llm:ask_tool:762 - OpenAI API error: Error code: 401 - {'error': {'code': 'authentication_error', 'message': 'Invalid Anthropic API Key', 'type': 'invalid_request_error', 'param': None}}
2025-03-26 01:03:04.771 | ERROR    | app.llm:ask_tool:764 - Authentication failed. Check API key.
2025-03-26 01:03:05.981 | ERROR    | app.llm:ask_tool:762 - OpenAI API error: Error code: 401 - {'error': {'code': 'authentication_error', 'message': 'Invalid Anthropic API Key', 'type': 'invalid_request_error', 'param': None}}
2025-03-26 01:03:05.981 | ERROR    | app.llm:ask_tool:764 - Authentication failed. Check API key.
2025-03-26 01:03:08.107 | ERROR    | app.llm:ask_tool:762 - OpenAI API error: Error code: 401 - {'error': {'code': 'authentication_error', 'message': 'Invalid Anthropic API Key', 'type': 'invalid_request_error', 'param': None}}
2025-03-26 01:03:08.108 | ERROR    | app.llm:ask_tool:764 - Authentication failed. Check API key.
2025-03-26 01:03:12.300 | ERROR    | app.llm:ask_tool:762 - OpenAI API error: Error code: 401 - {'error': {'code': 'authentication_error', 'message': 'Invalid Anthropic API Key', 'type': 'invalid_request_error', 'param': None}}
2025-03-26 01:03:12.300 | ERROR    | app.llm:ask_tool:764 - Authentication failed. Check API key.
2025-03-26 01:03:18.626 | ERROR    | app.llm:ask_tool:762 - OpenAI API error: Error code: 401 - {'error': {'code': 'authentication_error', 'message': 'Invalid Anthropic API Key', 'type': 'invalid_request_error', 'param': None}}
2025-03-26 01:03:18.626 | ERROR    | app.llm:ask_tool:764 - Authentication failed. Check API key.
2025-03-26 01:03:23.786 | ERROR    | app.llm:ask_tool:762 - OpenAI API error: Error code: 401 - {'error': {'code': 'authentication_error', 'message': 'Invalid Anthropic API Key', 'type': 'invalid_request_error', 'param': None}}
2025-03-26 01:03:23.787 | ERROR    | app.llm:ask_tool:764 - Authentication failed. Check API key.
